,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label,score
347,1840792580377702841,Mon Sep 30 16:35:26 +0000 2024,16,WP Drama: Season 2 Envato's License Gamble Matt Mullenweg takes on Envato s ThemeForest over split GPL licenses. As Envato resists Matt fights to protect WordPress s open-source principles sparking tension in the theme market.,1840792583506715087,,jmbullis,en,"Tulsa, Oklahoma",0,1,1,https://x.com/jmbullis/status/1840792583506715087,15790894,jmbullis,wp drama season 2 envato license gamble matt mullenweg takes envato themeforest split gpl licenses envato resists matt fights protect wordpress open source principles sparking tension theme market,negative,-0.1027
348,1840792580377702841,Mon Sep 30 16:35:26 +0000 2024,22,WP Drama: Season 1 Thesis Showdown Matt Mullenweg battles Thesis theme creator Chris Pearson over GPL compliance sparking a legal and ideological war that threatens the WordPress community s unity.,1840792581984419841,,jmbullis,en,"Tulsa, Oklahoma",0,3,1,https://x.com/jmbullis/status/1840792581984419841,15790894,jmbullis,wp drama season 1 thesis showdown matt mullenweg battles thesis theme creator chris pearson gpl compliance sparking legal ideological war threatens wordpress community unity,negative,-0.765
349,1840792580377702841,Mon Sep 30 16:35:26 +0000 2024,357,Nothing to worry about? #WPDrama: Season 1: (2010) Thesis Season 2: (2011) Envato Season 3: (2013) GoDaddy Season 4: (2016) Wix Season 5: (2018) Gutenberg Season 6: (2021) Elementor Season 7: (2022) WordPress(dot)com Season 8: (2023) Se Reed Season 9: (2024) WP Engine,1840792580377702841,,,en,"Tulsa, Oklahoma",20,47,40,https://x.com/jmbullis/status/1840792580377702841,15790894,jmbullis,nothing worry wpdrama season 1 2010 thesis season 2 2011 envato season 3 2013 godaddy season 4 2016 wix season 5 2018 gutenberg season 6 2021 elementor season 7 2022 wordpress dot com season 8 2023 se reed season 9 2024 wp engine,positive,0.5277
350,1840761611763548235,Mon Sep 30 14:32:22 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/Q2o8JtW85H,1840761611763548235,,,en,United Kindom,0,0,0,https://x.com/ShtefanValentin/status/1840761611763548235,1755234644599967744,ShtefanValentin,wordpress vs wp engine drama explained,positive,0.25
351,1840548667125862634,Mon Sep 30 14:04:08 +0000 2024,0,@TheJackForge I don't see any side in the wp drama that I would want to support I'm just watching from the sidelines with a big bag of popcorn in one hand occasionally burying my face in the other ‍️,1840754505006170267,,TheJackForge,en,"Stuttgart, Deutschland",0,0,0,https://x.com/frederikheld/status/1840754505006170267,1518930986,frederikheld,thejackforge see side wp drama would want support watching sidelines big bag popcorn one hand occasionally burying face,positive,0.802
352,1840752079888949612,Mon Sep 30 13:54:30 +0000 2024,3,Personal opinion: the @deno_land mascot is the cutest mascot to come out recently - so it's great to see Deno 2 debut with all kinds of new features. And that WordPress v WP Engine drama keeps getting hotter! You can bet we'll have more updates in future podcast episodes!,1840752079888949612,,,en,"Atlanta, GA",0,0,0,https://x.com/pniedri/status/1840752079888949612,30318720,pniedri,personal opinion deno land mascot cutest mascot come recently great see deno 2 debut kinds new features wordpress v wp engine drama keeps getting hotter bet updates future podcast episodes,positive,0.872
353,1840748733073641879,Mon Sep 30 13:41:12 +0000 2024,0,The messy WordPress drama explained (8 minute read) WordPress co-founder Matt Mullenweg last week came out with a harsh attack on major WordPress hosting provider WP Engine calling the company a 'cancer' to the community https://t.co/mBfpcS9ztK,1840748733073641879,,,en,"Vancouver, British Columbia",0,0,0,https://x.com/skylerrosling/status/1840748733073641879,1711473040918450176,skylerrosling,messy wordpress drama explained 8 minute read wordpress co founder matt mullenweg last week came harsh attack major wordpress hosting provider wp engine calling company cancer community,negative,-0.8979
356,1840702126625817025,Mon Sep 30 10:36:00 +0000 2024,0,what s the biggest lesson you ve learned from this recent wp engine drama?,1840702126625817025,,,en,,0,0,0,https://x.com/raunakhajela/status/1840702126625817025,320109625,raunakhajela,biggest lesson learned recent wp engine drama,positive,0.25
357,1840670663813550574,Mon Sep 30 10:23:27 +0000 2024,1,@0x5am5 @learnframer @framer Yeah webflow partner can get confusing but I d say partner makes it clear. But yeah some people stretch it haha Webflow policy is that you can t user their name in your domain. Apparently framer is different. After all this WP drama I think webflow is doing the right thing,1840698971020243216,,0x5am5,en,,0,0,0,https://x.com/kabarza_/status/1840698971020243216,1261661536474615811,kabarza_,0x5am5 learnframer framer yeah webflow partner get confusing say partner makes clear yeah people stretch haha webflow policy user name domain apparently framer different wp drama think webflow right thing,positive,0.8442
358,1840695024217923882,Mon Sep 30 10:07:46 +0000 2024,4,JamstackShortcuts160 &gt; @Netlify Compose 2024 is coming WP drama (yes it matters for you too) and a couple of good articles to get you going this week. https://t.co/GEc1Mltvjh Happy reading! https://t.co/f0mG1jqmCX,1840695024217923882,https://pbs.twimg.com/media/GYt2H9BWMAACNm2.jpg,,en,,0,0,0,https://x.com/CookieDuster_N/status/1840695024217923882,1055736485830451200,CookieDuster_N,jamstackshortcuts160 gt netlify compose 2024 coming wp drama yes matters couple good articles get going week happy reading,positive,0.91
359,1840693233023868940,Mon Sep 30 10:06:37 +0000 2024,1,@neverything Was that time of the lunar cycle → #wpdrama ,1840694732155920806,,neverything,en,"Kharkiv, Ukraine",0,1,0,https://x.com/noeltock/status/1840694732155920806,49040332,noeltock,neverything time lunar cycle wpdrama,neutral,0.0
360,1840686808658563306,Mon Sep 30 09:35:08 +0000 2024,0,Tech Crunch | The WordPress vs. WP Engine drama explained https://t.co/hUUUH5l8G5 #TekNook #TekNewsDaily #Technology #Tech #TechNews,1840686808658563306,,,en,,0,0,0,https://x.com/TekNewsDaily/status/1840686808658563306,1214484486,TekNewsDaily,tech crunch wordpress vs wp engine drama explained teknook teknewsdaily technology tech technews,positive,0.25
361,1840682941875196040,Mon Sep 30 09:19:46 +0000 2024,61,Turns out there is a script already to mirror the https://t.co/0W0WlLF4f9 plugin and theme repositories. Only about 20+GB of data for plugins and maybe 10GB for themes. Running and operating such a mirror could be a very useful thing to have now. #wpdrama https://t.co/fJcib9UmQT,1840682941875196040,,,en,"ÜT: 43.94421,-79.39097",0,10,9,https://x.com/alexsirota/status/1840682941875196040,31152742,alexsirota,turns script already mirror plugin theme repositories 20 gb data plugins maybe 10gb themes running operating mirror could useful thing wpdrama,positive,0.4404
363,1840667064253473223,Mon Sep 30 08:16:40 +0000 2024,1,Look who updated their homepage with some footnotes. #wpdrama https://t.co/zhffznikLI,1840667064253473223,https://pbs.twimg.com/media/GYtc73mWEAARLAY.jpg,,en,"ÜT: 43.94421,-79.39097",0,0,0,https://x.com/alexsirota/status/1840667064253473223,31152742,alexsirota,look updated homepage footnotes wpdrama,neutral,0.0
364,1840655353018548697,Mon Sep 30 07:30:08 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/C3l7hiYAoY https://t.co/e4cziZZJBx,1840655353018548697,https://pbs.twimg.com/media/GYtSSfUXsAA21hQ.jpg,,en,"Lisbon, Portugal",0,0,0,https://x.com/AcerboLivio/status/1840655353018548697,1144151307995009024,AcerboLivio,wordpress vs wp engine drama explained,positive,0.25
365,1840650745214849480,Mon Sep 30 07:11:49 +0000 2024,1,Updates on the key events in the drama between @wpengine and WordPress are continuously being updated: #wordpress #wpdrama https://t.co/EoOndsM5fV,1840650745214849480,,,en,,0,0,0,https://x.com/webhosttoday/status/1840650745214849480,1813219693991456768,webhosttoday,updates key events drama wpengine wordpress continuously updated wordpress wpdrama,neutral,0.0
366,1839956561218728045,Mon Sep 30 07:02:30 +0000 2024,0,@stackrie damn all this drama just when i was thinking of building some landing pages with WP. guess i'm sticking with Framer for now...,1840648396983451852,,stackrie,en,,0,1,0,https://x.com/lukakopajtic/status/1840648396983451852,3980235087,lukakopajtic,stackrie damn drama thinking building landing pages wp guess sticking framer,negative,-0.1779
367,1840646836761010574,Mon Sep 30 06:56:18 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/Uv3JcdZrF7,1840646836761010574,,,en,Украина,0,0,0,https://x.com/DUstimenko/status/1840646836761010574,1394310804309258247,DUstimenko,wordpress vs wp engine drama explained,positive,0.25
368,1840627324800139306,Mon Sep 30 05:38:46 +0000 2024,2,The world needed another How to Build a #WordPress Website guide so I wrote one! I hope it resolves the #wpdrama https://t.co/HhRmw05sDS,1840627324800139306,,,en,"Bangalore, India",0,0,1,https://x.com/sufiabanu91/status/1840627324800139306,733839465395822592,sufiabanu91,world needed another build wordpress website guide wrote one hope resolves wpdrama,positive,0.5574
369,1840199273079566541,Mon Sep 30 04:04:29 +0000 2024,1,@ianlandsman how does the wp drama relates to gpl? WP Engine is running wordpress as a SaaS. It doesn't have to disclose it's source code. The issue is not GPL here but Mullenweg being a wolf in sheep's clothing. Don't mix things up.,1840603598109004230,,ianlandsman,en,Berlin,0,0,0,https://x.com/foolstechdev/status/1840603598109004230,1663395598995693569,foolstechdev,ianlandsman wp drama relates gpl wp engine running wordpress saas disclose source code issue gpl mullenweg wolf sheep clothing mix things,positive,0.4588
370,1840594698853097821,Mon Sep 30 03:29:07 +0000 2024,19,I'm not writing a blog post on the #WPDrama. Partly because there's already enough of them partly because I feel like only blog these days when MM has a PR disaster. But I will be sharing my thoughts on the #WPBuilds show tonight! So come along because the lineup is stellar,1840594698853097821,,,en,"Victor Harbor, South Australia",0,0,2,https://x.com/cameronjonesweb/status/1840594698853097821,3222317539,cameronjonesweb,writing blog post wpdrama partly already enough partly feel like blog days mm pr disaster sharing thoughts wpbuilds show tonight come along lineup stellar,negative,-0.0202
372,1840485582927208564,Mon Sep 30 01:03:26 +0000 2024,2,@TheAaronAM I'd rather see 80% of my feed be the #wpdrama stuff than the 80% that is currently infecting my feed...political crap from the other side. Make it stop!,1840558038672900129,,TheAaronAM,en,"Louisiana, USA",0,1,0,https://x.com/DonnaFontenot_/status/1840558038672900129,6322732,DonnaFontenot_,theaaronam rather see 80 feed wpdrama stuff 80 currently infecting feed political crap side make stop,negative,-0.5859
373,1840538130585182456,Sun Sep 29 23:46:54 +0000 2024,0,@elishaterada You definitely missed WordPress vs WP Engine drama.,1840538774796738780,,elishaterada,en,🌐,0,0,0,https://x.com/HappeningAI/status/1840538774796738780,1621023803982888960,HappeningAI,elishaterada definitely missed wordpress vs wp engine drama,positive,0.3612
374,1840249429053382693,Sun Sep 29 23:35:54 +0000 2024,1,@hashim_warren We use ACF 'PRO' the paid version isn't hosted on WP/org. Weird that people think they have to update plugins every day. We do MONTHLY plugin and Wordpress updates unless a security issue. We also use minimal plugins like 5-8. So much drama. Pantheon works fine. FTP stills @.,1840536006052696194,,hashim_warren,en,,0,0,0,https://x.com/davidbrossa/status/1840536006052696194,139787000,davidbrossa,hashim warren use acf pro paid version hosted wp org weird people think update plugins every day monthly plugin wordpress updates unless security issue also use minimal plugins like 5 8 much drama pantheon works fine ftp stills,positive,0.7184
375,1840342597841146124,Sun Sep 29 22:02:56 +0000 2024,1,@tylerpixel @crypt0x_0 I think dingPress could be a great solution to this WPEngine / WP drama,1840512612737654831,,tylerpixel,en,,0,0,0,https://x.com/fairfigure_av/status/1840512612737654831,1561567522561966080,fairfigure_av,tylerpixel crypt0x 0 think dingpress could great solution wpengine wp drama,positive,0.8126
376,1839854075124355139,Sun Sep 29 21:40:18 +0000 2024,0,@natension No time like the present it sounds like. Especially with all the WP drama ,1840506917636182154,,natension,en,"Denver, CO",0,0,0,https://x.com/JackHarner/status/1840506917636182154,246555108,JackHarner,natension time like present sounds like especially wp drama,positive,0.7425
377,1840479045802152221,Sun Sep 29 19:49:33 +0000 2024,4,The arguments from people involved in the #wpdrama are arguments among friends including the employees of WP Engine who all value open source and its LT future. PE buys in for a short time with a 100% controlling interest to dictate how the business is run to maximize profit.,1840479045802152221,,,en,"Boulder, Colorado",0,1,1,https://x.com/askwpgirl/status/1840479045802152221,89498202,askwpgirl,arguments people involved wpdrama arguments among friends including employees wp engine value open source lt future pe buys short time 100 controlling interest dictate business run maximize profit,positive,0.7906
378,1840404478480073095,Sun Sep 29 18:28:44 +0000 2024,0,@KatieKeithBarn2 That may have mixed success depending on the fallout from WP drama.,1840458706472812610,,KatieKeithBarn2,en,United Kingdom,0,1,0,https://x.com/FriendlyWebGuy/status/1840458706472812610,1471538352251883536,FriendlyWebGuy,katiekeithbarn2 may mixed success depending fallout wp drama,positive,0.6908
